word	nodeType	unit
unadulterated	ADJ	jacobs-ladder-script
ecstatic	ADJ	jacobs-ladder-script
lovely	ADJ	jacobs-ladder-script
radiant	ADJ	jacobs-ladder-script
exhausted	ADJ	jacobs-ladder-script
exhilarated	ADJ	jacobs-ladder-script
least	ADJ	jacobs-ladder-script
real	ADJ	jacobs-ladder-script
frozen	ADJ	jacobs-ladder-script
ready	ADJ	jacobs-ladder-script
little	ADJ	jacobs-ladder-script
upset	ADJ	jacobs-ladder-script
stunned	ADJ	jacobs-ladder-script
friendly	ADJ	jacobs-ladder-script
sorry	ADJ	jacobs-ladder-script
terrible	ADJ	jacobs-ladder-script
late	ADJ	jacobs-ladder-script
upset	ADJ	jacobs-ladder-script
apt	ADJ	jacobs-ladder-script
frayed	ADJ	jacobs-ladder-script
venetian	ADJ	jacobs-ladder-script
strange	ADJ	jacobs-ladder-script
venetian	ADJ	jacobs-ladder-script
right	ADJ	jacobs-ladder-script
hard	ADJ	jacobs-ladder-script
angry	ADJ	jacobs-ladder-script
interested	ADJ	jacobs-ladder-script
same	ADJ	jacobs-ladder-script
large	ADJ	jacobs-ladder-script
real	ADJ	jacobs-ladder-script
goddamn	ADJ	jacobs-ladder-script
long	ADJ	jacobs-ladder-script
high	ADJ	jacobs-ladder-script
other	ADJ	jacobs-ladder-script
old	ADJ	jacobs-ladder-script
old	ADJ	jacobs-ladder-script
frayed	ADJ	jacobs-ladder-script
old	ADJ	jacobs-ladder-script
great	ADJ	jacobs-ladder-script
plastic	ADJ	jacobs-ladder-script
wobbly	ADJ	jacobs-ladder-script
false	ADJ	jacobs-ladder-script
huge	ADJ	jacobs-ladder-script
full	ADJ	jacobs-ladder-script
curious	ADJ	jacobs-ladder-script
own	ADJ	jacobs-ladder-script
frightened	ADJ	jacobs-ladder-script
defiant	ADJ	jacobs-ladder-script
frightening	ADJ	jacobs-ladder-script
vibrating	ADJ	jacobs-ladder-script
unearthly	ADJ	jacobs-ladder-script
huge	ADJ	jacobs-ladder-script
wooden	ADJ	jacobs-ladder-script
open	ADJ	jacobs-ladder-script
crowded	ADJ	jacobs-ladder-script
sweaty	ADJ	jacobs-ladder-script
unshaven	ADJ	jacobs-ladder-script
other	ADJ	jacobs-ladder-script
goddamn	ADJ	jacobs-ladder-script
pure	ADJ	jacobs-ladder-script
simple	ADJ	jacobs-ladder-script
okay	ADJ	jacobs-ladder-script
short	ADJ	jacobs-ladder-script
crazy	ADJ	jacobs-ladder-script
pitiful	ADJ	jacobs-ladder-script
right	ADJ	jacobs-ladder-script
bizarro	ADJ	jacobs-ladder-script
whacko	ADJ	jacobs-ladder-script
psychological	ADJ	jacobs-ladder-script
stunned	ADJ	jacobs-ladder-script
true	ADJ	jacobs-ladder-script
such	ADJ	jacobs-ladder-script
okay	ADJ	jacobs-ladder-script
wild	ADJ	jacobs-ladder-script
slimy	ADJ	jacobs-ladder-script
goddamn	ADJ	jacobs-ladder-script
powerful	ADJ	jacobs-ladder-script
other	ADJ	jacobs-ladder-script
close	ADJ	jacobs-ladder-script
surprised	ADJ	jacobs-ladder-script
down	ADJ	jacobs-ladder-script
main	ADJ	jacobs-ladder-script
several	ADJ	jacobs-ladder-script
late	ADJ	jacobs-ladder-script
officious	ADJ	jacobs-ladder-script
appropriate	ADJ	jacobs-ladder-script
long	ADJ	jacobs-ladder-script
odd	ADJ	jacobs-ladder-script
frightening	ADJ	jacobs-ladder-script
foolish	ADJ	jacobs-ladder-script
other	ADJ	jacobs-ladder-script
dead	ADJ	jacobs-ladder-script
berserk	ADJ	jacobs-ladder-script
wild	ADJ	jacobs-ladder-script
open	ADJ	jacobs-ladder-script
crazy	ADJ	jacobs-ladder-script
excruciating	ADJ	jacobs-ladder-script
entire	ADJ	jacobs-ladder-script
resident	ADJ	jacobs-ladder-script
only	ADJ	jacobs-ladder-script
resident	ADJ	jacobs-ladder-script
orthopedic	ADJ	jacobs-ladder-script
little	ADJ	jacobs-ladder-script
goddamn	ADJ	jacobs-ladder-script
immobilized	ADJ	jacobs-ladder-script
endless	ADJ	jacobs-ladder-script
hypnotic	ADJ	jacobs-ladder-script
smooth	ADJ	jacobs-ladder-script
roguh	ADJ	jacobs-ladder-script
rough	ADJ	jacobs-ladder-script
insistent	ADJ	jacobs-ladder-script
human	ADJ	jacobs-ladder-script
mournful	ADJ	jacobs-ladder-script
dark	ADJ	jacobs-ladder-script
muffled	ADJ	jacobs-ladder-script
closed	ADJ	jacobs-ladder-script
strange	ADJ	jacobs-ladder-script
rusty	ADJ	jacobs-ladder-script
dark	ADJ	jacobs-ladder-script
concerned	ADJ	jacobs-ladder-script
familiar	ADJ	jacobs-ladder-script
unearthly	ADJ	jacobs-ladder-script
whole	ADJ	jacobs-ladder-script
endless	ADJ	jacobs-ladder-script
same	ADJ	jacobs-ladder-script
tiny	ADJ	jacobs-ladder-script
close	ADJ	jacobs-ladder-script
right	ADJ	jacobs-ladder-script
subtle	ADJ	jacobs-ladder-script
like	ADJ	jacobs-ladder-script
huge	ADJ	jacobs-ladder-script
semi	ADJ	jacobs-ladder-script
new	ADJ	jacobs-ladder-script
sharp	ADJ	jacobs-ladder-script
surgical	ADJ	jacobs-ladder-script
bright	ADJ	jacobs-ladder-script
great	ADJ	jacobs-ladder-script
strange	ADJ	jacobs-ladder-script
human	ADJ	jacobs-ladder-script
contradictory	ADJ	jacobs-ladder-script
sincere	ADJ	jacobs-ladder-script
compassionate	ADJ	jacobs-ladder-script
same	ADJ	jacobs-ladder-script
own	ADJ	jacobs-ladder-script
dead	ADJ	jacobs-ladder-script
dead	ADJ	jacobs-ladder-script
alive	ADJ	jacobs-ladder-script
long	ADJ	jacobs-ladder-script
particular	ADJ	jacobs-ladder-script
powerful	ADJ	jacobs-ladder-script
long	ADJ	jacobs-ladder-script
dead	ADJ	jacobs-ladder-script
fluorescent	ADJ	jacobs-ladder-script
light	ADJ	jacobs-ladder-script
normal	ADJ	jacobs-ladder-script
able	ADJ	jacobs-ladder-script
terrible	ADJ	jacobs-ladder-script
dead	ADJ	jacobs-ladder-script
dead	ADJ	jacobs-ladder-script
fine	ADJ	jacobs-ladder-script
funny	ADJ	jacobs-ladder-script
worth	ADJ	jacobs-ladder-script
sudden	ADJ	jacobs-ladder-script
unseen	ADJ	jacobs-ladder-script
uncomfortable	ADJ	jacobs-ladder-script
new	ADJ	jacobs-ladder-script
well	ADJ	jacobs-ladder-script
hard	ADJ	jacobs-ladder-script
awake	ADJ	jacobs-ladder-script
awake	ADJ	jacobs-ladder-script
strange	ADJ	jacobs-ladder-script
sorry	ADJ	jacobs-ladder-script
last	ADJ	jacobs-ladder-script
real	ADJ	jacobs-ladder-script
funny	ADJ	jacobs-ladder-script
loud	ADJ	jacobs-ladder-script
several	ADJ	jacobs-ladder-script
good	ADJ	jacobs-ladder-script
modern	ADJ	jacobs-ladder-script
barbaric	ADJ	jacobs-ladder-script
barbaric	ADJ	jacobs-ladder-script
okay	ADJ	jacobs-ladder-script
serious	ADJ	jacobs-ladder-script
hysterical	ADJ	jacobs-ladder-script
comfortable	ADJ	jacobs-ladder-script
serene	ADJ	jacobs-ladder-script
vertical	ADJ	jacobs-ladder-script
horizontal	ADJ	jacobs-ladder-script
dead	ADJ	jacobs-ladder-script
dead	ADJ	jacobs-ladder-script
first	ADJ	jacobs-ladder-script
horrible	ADJ	jacobs-ladder-script
right	ADJ	jacobs-ladder-script
other	ADJ	jacobs-ladder-script
regular	ADJ	jacobs-ladder-script
other	ADJ	jacobs-ladder-script
spine	ADJ	jacobs-ladder-script
only	ADJ	jacobs-ladder-script
punish-	ADJ	jacobs-ladder-script
other	ADJ	jacobs-ladder-script
spine	ADJ	jacobs-ladder-script
wonderful	ADJ	jacobs-ladder-script
frightened	ADJ	jacobs-ladder-script
quick	ADJ	jacobs-ladder-script
unexpected	ADJ	jacobs-ladder-script
low	ADJ	jacobs-ladder-script
little	ADJ	jacobs-ladder-script
easy	ADJ	jacobs-ladder-script
deliberate	ADJ	jacobs-ladder-script
first	ADJ	jacobs-ladder-script
miraculous	ADJ	jacobs-ladder-script
giant	ADJ	jacobs-ladder-script
pleased	ADJ	jacobs-ladder-script
firm	ADJ	jacobs-ladder-script
defiant	ADJ	jacobs-ladder-script
low	ADJ	jacobs-ladder-script
cold	ADJ	jacobs-ladder-script
mobile	ADJ	jacobs-ladder-script
other	ADJ	jacobs-ladder-script
volatile	ADJ	jacobs-ladder-script
liquid	ADJ	jacobs-ladder-script
safe	ADJ	jacobs-ladder-script
ready	ADJ	jacobs-ladder-script
nearby	ADJ	jacobs-ladder-script
goddamn	ADJ	jacobs-ladder-script
national	ADJ	jacobs-ladder-script
whole	ADJ	jacobs-ladder-script
whole	ADJ	jacobs-ladder-script
young	ADJ	jacobs-ladder-script
enraged	ADJ	jacobs-ladder-script
wrong	ADJ	jacobs-ladder-script
defiant	ADJ	jacobs-ladder-script
high	ADJ	jacobs-ladder-script
apex	ADJ	jacobs-ladder-script
potential	ADJ	jacobs-ladder-script
motionless	ADJ	jacobs-ladder-script
untouched	ADJ	jacobs-ladder-script
frightened	ADJ	jacobs-ladder-script
stark	ADJ	jacobs-ladder-script
naked	ADJ	jacobs-ladder-script
anxious	ADJ	jacobs-ladder-script
closed	ADJ	jacobs-ladder-script
entire	ADJ	jacobs-ladder-script
goddamn	ADJ	jacobs-ladder-script
fucking	ADJ	jacobs-ladder-script
last	ADJ	jacobs-ladder-script
uncomfortable	ADJ	jacobs-ladder-script
right	ADJ	jacobs-ladder-script
several	ADJ	jacobs-ladder-script
bizarre	ADJ	jacobs-ladder-script
secret	ADJ	jacobs-ladder-script
american	ADJ	jacobs-ladder-script
dumbfounded	ADJ	jacobs-ladder-script
front	ADJ	jacobs-ladder-script
threatening	ADJ	jacobs-ladder-script
angry	ADJ	jacobs-ladder-script
black	ADJ	jacobs-ladder-script
particular	ADJ	jacobs-ladder-script
several	ADJ	jacobs-ladder-script
startled	ADJ	jacobs-ladder-script
same	ADJ	jacobs-ladder-script
young	ADJ	jacobs-ladder-script
long	ADJ	jacobs-ladder-script
clinical	ADJ	jacobs-ladder-script
safe	ADJ	jacobs-ladder-script
deserted	ADJ	jacobs-ladder-script
eyed	ADJ	jacobs-ladder-script
right	ADJ	jacobs-ladder-script
good	ADJ	jacobs-ladder-script
lucky	ADJ	jacobs-ladder-script
long	ADJ	jacobs-ladder-script
next	ADJ	jacobs-ladder-script
other	ADJ	jacobs-ladder-script
clean	ADJ	jacobs-ladder-script
bad	ADJ	jacobs-ladder-script
next	ADJ	jacobs-ladder-script
secret	ADJ	jacobs-ladder-script
special	ADJ	jacobs-ladder-script
dark	ADJ	jacobs-ladder-script
aggressive	ADJ	jacobs-ladder-script
sure	ADJ	jacobs-ladder-script
worried	ADJ	jacobs-ladder-script
soft	ADJ	jacobs-ladder-script
powerful	ADJ	jacobs-ladder-script
bad	ADJ	jacobs-ladder-script
fast	ADJ	jacobs-ladder-script
downward	ADJ	jacobs-ladder-script
primal	ADJ	jacobs-ladder-script
powerful	ADJ	jacobs-ladder-script
powerful	ADJ	jacobs-ladder-script
other	ADJ	jacobs-ladder-script
huge	ADJ	jacobs-ladder-script
bad	ADJ	jacobs-ladder-script
such	ADJ	jacobs-ladder-script
whole	ADJ	jacobs-ladder-script
astounded	ADJ	jacobs-ladder-script
big	ADJ	jacobs-ladder-script
scared	ADJ	jacobs-ladder-script
ugly	ADJ	jacobs-ladder-script
sure	ADJ	jacobs-ladder-script
high	ADJ	jacobs-ladder-script
whole	ADJ	jacobs-ladder-script
goddamn	ADJ	jacobs-ladder-script
fierce	ADJ	jacobs-ladder-script
uncomfortable	ADJ	jacobs-ladder-script
puffy	ADJ	jacobs-ladder-script
other	ADJ	jacobs-ladder-script
open	ADJ	jacobs-ladder-script
blank	ADJ	jacobs-ladder-script
first	ADJ	jacobs-ladder-script
young	ADJ	jacobs-ladder-script
old	ADJ	jacobs-ladder-script
clean	ADJ	jacobs-ladder-script
other	ADJ	jacobs-ladder-script
terrible	ADJ	jacobs-ladder-script
faced	ADJ	jacobs-ladder-script
other	ADJ	jacobs-ladder-script
hippie	ADJ	jacobs-ladder-script
right	ADJ	jacobs-ladder-script
bad	ADJ	jacobs-ladder-script
whole	ADJ	jacobs-ladder-script
surprise	ADJ	jacobs-ladder-script
wooden	ADJ	jacobs-ladder-script
wide	ADJ	jacobs-ladder-script
pre	ADJ	jacobs-ladder-script
-	ADJ	jacobs-ladder-script
dawn	ADJ	jacobs-ladder-script
sleazy	ADJ	jacobs-ladder-script
gay	ADJ	jacobs-ladder-script
uncomfortable	ADJ	jacobs-ladder-script
small	ADJ	jacobs-ladder-script
convenient	ADJ	jacobs-ladder-script
big	ADJ	jacobs-ladder-script
fearful	ADJ	jacobs-ladder-script
open	ADJ	jacobs-ladder-script
strong	ADJ	jacobs-ladder-script
lunar	ADJ	jacobs-ladder-script
shallow	ADJ	jacobs-ladder-script
alien	ADJ	jacobs-ladder-script
asleep	ADJ	jacobs-ladder-script
frightened	ADJ	jacobs-ladder-script
open	ADJ	jacobs-ladder-script
huge	ADJ	jacobs-ladder-script
demonic	ADJ	jacobs-ladder-script
sharp	ADJ	jacobs-ladder-script
hooved	ADJ	jacobs-ladder-script
pointed	ADJ	jacobs-ladder-script
full	ADJ	jacobs-ladder-script
entire	ADJ	jacobs-ladder-script
violent	ADJ	jacobs-ladder-script
whole	ADJ	jacobs-ladder-script
continental	ADJ	jacobs-ladder-script
horrible	ADJ	jacobs-ladder-script
other	ADJ	jacobs-ladder-script
own	ADJ	jacobs-ladder-script
own	ADJ	jacobs-ladder-script
dark	ADJ	jacobs-ladder-script
raw	ADJ	jacobs-ladder-script
dark	ADJ	jacobs-ladder-script
liquid	ADJ	jacobs-ladder-script
blue	ADJ	jacobs-ladder-script
clear	ADJ	jacobs-ladder-script
like	ADJ	jacobs-ladder-script
strange	ADJ	jacobs-ladder-script
delirious	ADJ	jacobs-ladder-script
shimmering	ADJ	jacobs-ladder-script
sunlit	ADJ	jacobs-ladder-script
such	ADJ	jacobs-ladder-script
wondrous	ADJ	jacobs-ladder-script
golden	ADJ	jacobs-ladder-script
vast	ADJ	jacobs-ladder-script
mythic	ADJ	jacobs-ladder-script
awed	ADJ	jacobs-ladder-script
sudden	ADJ	jacobs-ladder-script
different	ADJ	jacobs-ladder-script
inner	ADJ	jacobs-ladder-script
transcendental	ADJ	jacobs-ladder-script
well	ADJ	jacobs-ladder-script
huge	ADJ	jacobs-ladder-script
full	ADJ	jacobs-ladder-script
more	ADJ	jacobs-ladder-script
early	ADJ	jacobs-ladder-script
good	ADJ	jacobs-ladder-script
real	ADJ	jacobs-ladder-script
glorious	ADJ	jacobs-ladder-script
glorious	ADJ	jacobs-ladder-script
surprised	ADJ	jacobs-ladder-script
enough	ADJ	jacobs-ladder-script
glad	ADJ	jacobs-ladder-script
sure	ADJ	jacobs-ladder-script
far	ADJ	jacobs-ladder-script
huge	ADJ	jacobs-ladder-script
foolish	ADJ	jacobs-ladder-script
effective	ADJ	jacobs-ladder-script
lovely	ADJ	jacobs-ladder-script
right	ADJ	jacobs-ladder-script
asleep	ADJ	jacobs-ladder-script
romantic	ADJ	jacobs-ladder-script
amazing	ADJ	jacobs-ladder-script
hard	ADJ	jacobs-ladder-script
hellish	ADJ	jacobs-ladder-script
next	ADJ	jacobs-ladder-script
wonderful	ADJ	jacobs-ladder-script
little	ADJ	jacobs-ladder-script
hard	ADJ	jacobs-ladder-script
little	ADJ	jacobs-ladder-script
large	ADJ	jacobs-ladder-script
practical	ADJ	jacobs-ladder-script
good	ADJ	jacobs-ladder-script
hot	ADJ	jacobs-ladder-script
marked	ADJ	jacobs-ladder-script
left	ADJ	jacobs-ladder-script
right	ADJ	jacobs-ladder-script
reasonable	ADJ	jacobs-ladder-script
reasonable	ADJ	jacobs-ladder-script
reasonable	ADJ	jacobs-ladder-script
angry	ADJ	jacobs-ladder-script
angry	ADJ	jacobs-ladder-script
other	ADJ	jacobs-ladder-script
happy	ADJ	jacobs-ladder-script
grand	ADJ	jacobs-ladder-script
grand	ADJ	jacobs-ladder-script
many	ADJ	jacobs-ladder-script
next	ADJ	jacobs-ladder-script
shocked	ADJ	jacobs-ladder-script
goddamn	ADJ	jacobs-ladder-script
fucking	ADJ	jacobs-ladder-script
shocked	ADJ	jacobs-ladder-script
open	ADJ	jacobs-ladder-script
grand	ADJ	jacobs-ladder-script
main	ADJ	jacobs-ladder-script
surprised	ADJ	jacobs-ladder-script
dingy	ADJ	jacobs-ladder-script
industrial	ADJ	jacobs-ladder-script
large	ADJ	jacobs-ladder-script
black	ADJ	jacobs-ladder-script
panting	ADJ	jacobs-ladder-script
hard	ADJ	jacobs-ladder-script
frenzied	ADJ	jacobs-ladder-script
open	ADJ	jacobs-ladder-script
dark	ADJ	jacobs-ladder-script
large	ADJ	jacobs-ladder-script
private	ADJ	jacobs-ladder-script
few	ADJ	jacobs-ladder-script
intact	ADJ	jacobs-ladder-script
reddish	ADJ	jacobs-ladder-script
headless	ADJ	jacobs-ladder-script
unrelieved	ADJ	jacobs-ladder-script
icy	ADJ	jacobs-ladder-script
unexpected	ADJ	jacobs-ladder-script
only	ADJ	jacobs-ladder-script
dark	ADJ	jacobs-ladder-script
hard	ADJ	jacobs-ladder-script
audible	ADJ	jacobs-ladder-script
dark	ADJ	jacobs-ladder-script
dense	ADJ	jacobs-ladder-script
long	ADJ	jacobs-ladder-script
right	ADJ	jacobs-ladder-script
okay	ADJ	jacobs-ladder-script
comfortable	ADJ	jacobs-ladder-script
cozy	ADJ	jacobs-ladder-script
surprised	ADJ	jacobs-ladder-script
dark	ADJ	jacobs-ladder-script
old	ADJ	jacobs-ladder-script
unmade	ADJ	jacobs-ladder-script
about	ADJ	jacobs-ladder-script
startled	ADJ	jacobs-ladder-script
usual	ADJ	jacobs-ladder-script
large	ADJ	jacobs-ladder-script
imposing	ADJ	jacobs-ladder-script
nervous	ADJ	jacobs-ladder-script
frightening	ADJ	jacobs-ladder-script
powerful	ADJ	jacobs-ladder-script
innocent	ADJ	jacobs-ladder-script
obsessive	ADJ	jacobs-ladder-script
first	ADJ	jacobs-ladder-script
inner	ADJ	jacobs-ladder-script
remarkable	ADJ	jacobs-ladder-script
dark	ADJ	jacobs-ladder-script
unnatural	ADJ	jacobs-ladder-script
strange	ADJ	jacobs-ladder-script
elusive	ADJ	jacobs-ladder-script
other	ADJ	jacobs-ladder-script
confused	ADJ	jacobs-ladder-script
impossible	ADJ	jacobs-ladder-script
physical	ADJ	jacobs-ladder-script
wrong	ADJ	jacobs-ladder-script
fantastic	ADJ	jacobs-ladder-script
real	ADJ	jacobs-ladder-script
menacing	ADJ	jacobs-ladder-script
visible	ADJ	jacobs-ladder-script
more	ADJ	jacobs-ladder-script
more	ADJ	jacobs-ladder-script
frightened	ADJ	jacobs-ladder-script
many	ADJ	jacobs-ladder-script
many	ADJ	jacobs-ladder-script
damn	ADJ	jacobs-ladder-script
consummate	ADJ	jacobs-ladder-script
dark	ADJ	jacobs-ladder-script
undefinable	ADJ	jacobs-ladder-script
black	ADJ	jacobs-ladder-script
impenetrable	ADJ	jacobs-ladder-script
constant	ADJ	jacobs-ladder-script
unspeakable	ADJ	jacobs-ladder-script
demonic	ADJ	jacobs-ladder-script
sudden	ADJ	jacobs-ladder-script
great	ADJ	jacobs-ladder-script
new	ADJ	jacobs-ladder-script
terrible	ADJ	jacobs-ladder-script
unrelenting	ADJ	jacobs-ladder-script
own	ADJ	jacobs-ladder-script
calm	ADJ	jacobs-ladder-script
motionless	ADJ	jacobs-ladder-script
frightened	ADJ	jacobs-ladder-script
sure	ADJ	jacobs-ladder-script
terrifying	ADJ	jacobs-ladder-script
loud	ADJ	jacobs-ladder-script
more	ADJ	jacobs-ladder-script
huge	ADJ	jacobs-ladder-script
great	ADJ	jacobs-ladder-script
new	ADJ	jacobs-ladder-script
terrifying	ADJ	jacobs-ladder-script
maddening	ADJ	jacobs-ladder-script
hypnotic	ADJ	jacobs-ladder-script
open	ADJ	jacobs-ladder-script
deafening	ADJ	jacobs-ladder-script
organic	ADJ	jacobs-ladder-script
alive	ADJ	jacobs-ladder-script
angry	ADJ	jacobs-ladder-script
threatening	ADJ	jacobs-ladder-script
unstoppable	ADJ	jacobs-ladder-script
unrelenting	ADJ	jacobs-ladder-script
featureless	ADJ	jacobs-ladder-script
ultimate	ADJ	jacobs-ladder-script
superhuman	ADJ	jacobs-ladder-script
live	ADJ	jacobs-ladder-script
terrible	ADJ	jacobs-ladder-script
human	ADJ	jacobs-ladder-script
dark	ADJ	jacobs-ladder-script
dead	ADJ	jacobs-ladder-script
own	ADJ	jacobs-ladder-script
pale	ADJ	jacobs-ladder-script
lifeless	ADJ	jacobs-ladder-script
dead	ADJ	jacobs-ladder-script
terrible	ADJ	jacobs-ladder-script
long	ADJ	jacobs-ladder-script
huge	ADJ	jacobs-ladder-script
devastating	ADJ	jacobs-ladder-script
catacylsmic	ADJ	jacobs-ladder-script
significant	ADJ	jacobs-ladder-script
banal	ADJ	jacobs-ladder-script
painful	ADJ	jacobs-ladder-script
vital	ADJ	jacobs-ladder-script
newborn	ADJ	jacobs-ladder-script
first	ADJ	jacobs-ladder-script
rainy	ADJ	jacobs-ladder-script
oncoming	ADJ	jacobs-ladder-script
young	ADJ	jacobs-ladder-script
new	ADJ	jacobs-ladder-script
little	ADJ	jacobs-ladder-script
total	ADJ	jacobs-ladder-script
wonderful	ADJ	jacobs-ladder-script
soothing	ADJ	jacobs-ladder-script
open	ADJ	jacobs-ladder-script
alone	ADJ	jacobs-ladder-script
first	ADJ	jacobs-ladder-script
early	ADJ	jacobs-ladder-script
magical	ADJ	jacobs-ladder-script
motionless	ADJ	jacobs-ladder-script
faint	ADJ	jacobs-ladder-script
warm	ADJ	jacobs-ladder-script
familiar	ADJ	jacobs-ladder-script
few	ADJ	jacobs-ladder-script
curious	ADJ	jacobs-ladder-script
other	ADJ	jacobs-ladder-script
sudden	ADJ	jacobs-ladder-script
full	ADJ	jacobs-ladder-script
same	ADJ	jacobs-ladder-script
musical	ADJ	jacobs-ladder-script
young	ADJ	jacobs-ladder-script
unable	ADJ	jacobs-ladder-script
surprising	ADJ	jacobs-ladder-script
sweet	ADJ	jacobs-ladder-script
first	ADJ	jacobs-ladder-script
warm	ADJ	jacobs-ladder-script
last	ADJ	jacobs-ladder-script
more	ADJ	jacobs-ladder-script
big	ADJ	jacobs-ladder-script
white	ADJ	jacobs-ladder-script
total	ADJ	jacobs-ladder-script
okay	ADJ	jacobs-ladder-script
brief	ADJ	jacobs-ladder-script
stunning	ADJ	jacobs-ladder-script
huge	ADJ	jacobs-ladder-script
ethereal	ADJ	jacobs-ladder-script
infinite	ADJ	jacobs-ladder-script
small	ADJ	jacobs-ladder-script
light	ADJ	jacobs-ladder-script
second	ADJ	jacobs-ladder-script
overhead	ADJ	jacobs-ladder-script
surgical	ADJ	jacobs-ladder-script
somber	ADJ	jacobs-ladder-script
simple	ADJ	jacobs-ladder-script
final	ADJ	jacobs-ladder-script
large	ADJ	jacobs-ladder-script
green	ADJ	jacobs-ladder-script
orderly	ADJ	jacobs-ladder-script
other	ADJ	jacobs-ladder-script
young	ADJ	jacobs-ladder-script
vietnamese	ADJ	jacobs-ladder-script
bright	ADJ	jacobs-ladder-script
fresh	ADJ	jacobs-ladder-script
huge	ADJ	jacobs-ladder-script
empty	ADJ	jacobs-ladder-script
more	ADJ	jacobs-ladder-script
discu-	ADJ	jacobs-ladder-script
fundamental	ADJ	jacobs-ladder-script
doc-	ADJ	jacobs-ladder-script
individual	ADJ	jacobs-ladder-script
asleep	ADJ	jacobs-ladder-script
amazing	ADJ	jacobs-ladder-script
other	ADJ	jacobs-ladder-script
human	ADJ	jacobs-ladder-script
capable	ADJ	jacobs-ladder-script
divine	ADJ	jacobs-ladder-script
direct	ADJ	jacobs-ladder-script
superior	ADJ	jacobs-ladder-script
upper	ADJ	jacobs-ladder-script
double	ADJ	jacobs-ladder-script
eternal	ADJ	jacobs-ladder-script
important	ADJ	jacobs-ladder-script
separate	ADJ	jacobs-ladder-script
divine	ADJ	jacobs-ladder-script
impossible	ADJ	jacobs-ladder-script
unconscious	ADJ	jacobs-ladder-script
little	ADJ	jacobs-ladder-script
surprised	ADJ	jacobs-ladder-script
unhappy	ADJ	jacobs-ladder-script
sudden	ADJ	jacobs-ladder-script
long	ADJ	jacobs-ladder-script
several	ADJ	jacobs-ladder-script
happy	ADJ	jacobs-ladder-script
old	ADJ	jacobs-ladder-script
postal	ADJ	jacobs-ladder-script
surprised	ADJ	jacobs-ladder-script
judgemental	ADJ	jacobs-ladder-script
dark	ADJ	jacobs-ladder-script
good	ADJ	jacobs-ladder-script
34th	ADJ	jacobs-ladder-script
many	ADJ	jacobs-ladder-script
surprised	ADJ	jacobs-ladder-script
posi-	ADJ	jacobs-ladder-script
last	ADJ	jacobs-ladder-script
min-	ADJ	jacobs-ladder-script
bad	ADJ	jacobs-ladder-script
small	ADJ	jacobs-ladder-script
other	ADJ	jacobs-ladder-script
brilliant	ADJ	jacobs-ladder-script
fiery	ADJ	jacobs-ladder-script
fatherly	ADJ	jacobs-ladder-script
great	ADJ	jacobs-ladder-script
quiet	ADJ	jacobs-ladder-script
empty	ADJ	jacobs-ladder-script
More	ADJ	jacobs-ladder-script
surprised	ADJ	jacobs-ladder-script
uncomforta-	ADJ	jacobs-ladder-script
unsettling	ADJ	jacobs-ladder-script
ja-	ADJ	jacobs-ladder-script
fleshy	ADJ	jacobs-ladder-script
literary	ADJ	jacobs-ladder-script
biblical	ADJ	jacobs-ladder-script
20th	ADJ	jacobs-ladder-script
uneasy	ADJ	jacobs-ladder-script
easy	ADJ	jacobs-ladder-script
uncomforta-	ADJ	jacobs-ladder-script
more	ADJ	jacobs-ladder-script
only	ADJ	jacobs-ladder-script
spiritual	ADJ	jacobs-ladder-script
renegade	ADJ	jacobs-ladder-script
afraid	ADJ	jacobs-ladder-script
delicate	ADJ	jacobs-ladder-script
empirical	ADJ	jacobs-ladder-script
enternal	ADJ	jacobs-ladder-script
other-	ADJ	jacobs-ladder-script
worldly	ADJ	jacobs-ladder-script
good	ADJ	jacobs-ladder-script
enough	ADJ	jacobs-ladder-script
disturbed	ADJ	jacobs-ladder-script
pathological	ADJ	jacobs-ladder-script
willing	ADJ	jacobs-ladder-script
own	ADJ	jacobs-ladder-script
lonely	ADJ	jacobs-ladder-script
strong	ADJ	jacobs-ladder-script
first	ADJ	jacobs-ladder-script
good	ADJ	jacobs-ladder-script
original	ADJ	jacobs-ladder-script
imaginative	ADJ	jacobs-ladder-script
some-	ADJ	jacobs-ladder-script
old	ADJ	jacobs-ladder-script
surprised	ADJ	jacobs-ladder-script
uncomfortable	ADJ	jacobs-ladder-script
strange	ADJ	jacobs-ladder-script
terrifying	ADJ	jacobs-ladder-script
shocking	ADJ	jacobs-ladder-script
full	ADJ	jacobs-ladder-script
three-	ADJ	jacobs-ladder-script
dimensional	ADJ	jacobs-ladder-script
physical	ADJ	jacobs-ladder-script
new	ADJ	jacobs-ladder-script
exotic	ADJ	jacobs-ladder-script
new	ADJ	jacobs-ladder-script
dorsal	ADJ	jacobs-ladder-script
armored	ADJ	jacobs-ladder-script
long	ADJ	jacobs-ladder-script
reptilian	ADJ	jacobs-ladder-script
biological	ADJ	jacobs-ladder-script
new	ADJ	jacobs-ladder-script
perverse	ADJ	jacobs-ladder-script
corrupt	ADJ	jacobs-ladder-script
normal	ADJ	jacobs-ladder-script
wrinkled	ADJ	jacobs-ladder-script
thin	ADJ	jacobs-ladder-script
domineering	ADJ	jacobs-ladder-script
spastic	ADJ	jacobs-ladder-script
delirious	ADJ	jacobs-ladder-script
other	ADJ	jacobs-ladder-script
